0.003    0.148800   -0.001137    0.000866    -0.151500    55.090000   0.000366  -0.001516   -0.000648    -0.001570  -0.000704
0.005    0.228800   -0.001914    0.001375    -0.227100    51.880000   0.000544  -0.002449   -0.001071    -0.002602  -0.001226
0.012    0.266700   -0.004344    0.002045    -0.281000    58.400000   0.000777  -0.006313   -0.002500    -0.005366  -0.003321
0.015    0.250700   -0.005291    0.002102    -0.276300    60.770000   0.001100  -0.007250   -0.002980    -0.006342  -0.004240
0.02    0.867900   -0.006731    0.004858    -0.938000    67.500000   0.000460  -0.008740   -0.004780    -0.009160  -0.004302
0.022    0.820900   -0.007505    0.004896    -0.883400    66.190000   0.000618  -0.009840   -0.005120    -0.009953  -0.005057
0.07    1.361000   -0.019910    0.009828    -1.758000    91.680000   0.000193  -0.025375   -0.015500    -0.024824  -0.014996
0.08    1.276000   -0.021970    0.010000    -1.763000    96.630000   0.000255  -0.028000   -0.018000    -0.026970  -0.016970
0.082    1.207000   -0.022360    0.009769    -1.719000    97.770000   0.000211  -0.027500   -0.017500    -0.027245  -0.017476
