0.001      0.000305309508546091      -0.000305309508546091
0.002      0.000608082938587107      -0.000608082938587107
0.003      0.000910152510009393      -0.000910152510009393
0.005      0.00151089636896071      -0.00151089636896071
0.007      0.0021066405143319      -0.0021066405143319
0.01       0.00299146192106521      -0.00299146192106521
0.012      0.00357549183270527      -0.00357549183270527
0.015      0.00444308017397246      -0.00444308017397246
0.017      0.0050158986922435      -0.0050158986922435
0.02       0.00586699636384475      -0.00586699636384475
0.022      0.00642904423278261      -0.00642904423278261
0.027      0.00781616002355236      -0.00781616002355236
0.03       0.00863632214084566      -0.00863632214084566
0.032      0.00917817538871654      -0.00917817538871654
0.035      0.00998374813096672      -0.00998374813096672
0.037      0.0105160719320753      -0.0105160719320753
0.04       0.0113075957540739      -0.0113075957540739
0.042      0.0118307275084399      -0.0118307275084399
0.045      0.0126087119779346      -0.0126087119779346
0.047      0.0131229614953985      -0.0131229614953985
0.05       0.0138878331859287      -0.0138878331859287
